-7.900000e-01,-1.084655e+00,0,0,3
-7.800000e-01,-1.084655e+00,0,0,3
-7.700000e-01,-1.084655e+00,0,0,3
-7.600000e-01,-1.084655e+00,0,0,3
-7.500000e-01,-1.084655e+00,0,0,3
-7.400000e-01,-1.084655e+00,0,0,3
-7.300000e-01,-1.084655e+00,0,0,3
-7.200000e-01,-1.084655e+00,0,0,3
-7.100000e-01,-1.084655e+00,0,0,3
-7.000000e-01,-1.084655e+00,0,0,3
-6.900000e-01,-1.084655e+00,0,0,3
-6.800000e-01,-1.084655e+00,0,0,3
-6.700000e-01,-1.084655e+00,0,0,3
-6.600000e-01,-1.084655e+00,0,0,3
-6.500000e-01,-1.084655e+00,0,0,3
-6.400000e-01,-1.084655e+00,0,0,3
-6.300000e-01,-1.084655e+00,0,0,3
-6.200000e-01,-1.084655e+00,0,0,3
-6.100000e-01,-1.084655e+00,0,0,3
-6.000000e-01,-1.084655e+00,0,0,3
-5.900000e-01,-1.084655e+00,0,0,3
-5.800000e-01,-1.084655e+00,0,0,3
-5.700000e-01,-1.084655e+00,0,0,3
-5.600000e-01,-1.084655e+00,0,0,3
-5.500000e-01,-1.084655e+00,0,0,3
-5.400000e-01,-1.084655e+00,0,0,3
-5.300000e-01,-1.084655e+00,0,0,3
-5.200000e-01,-1.084655e+00,0,0,3
-5.100000e-01,-1.084655e+00,0,0,3
-5.000000e-01,-1.084655e+00,0,0,3
-4.900000e-01,-1.084655e+00,0,0,3
-4.800000e-01,-1.084655e+00,0,0,3
-4.700000e-01,-1.084655e+00,0,0,3
-4.600000e-01,-1.084655e+00,0,0,3
-4.500000e-01,-1.084655e+00,0,0,3
-4.400000e-01,-1.084655e+00,0,0,3
-4.300000e-01,-1.084655e+00,0,0,3
-4.200000e-01,-1.084655e+00,0,0,3
-4.100000e-01,-1.084655e+00,0,0,3
-4.000000e-01,-1.084655e+00,0,0,3
-3.900000e-01,-1.084655e+00,0,0,3
-3.800000e-01,-1.084655e+00,0,0,3
-3.700000e-01,-1.084655e+00,0,0,3
-3.600000e-01,-1.084655e+00,0,0,3
-3.500000e-01,-1.084655e+00,0,0,3
-3.400000e-01,-1.084655e+00,0,0,3
-3.300000e-01,-1.084655e+00,0,0,3
-3.200000e-01,-1.084655e+00,0,0,3
