-7.184000e-01,-1.084655e+00,0,0,3
-7.088000e-01,-1.084655e+00,0,0,3
-6.992000e-01,-1.084655e+00,0,0,3
-6.896000e-01,-1.084655e+00,0,0,3
-6.800000e-01,-1.084655e+00,0,0,3
-6.704000e-01,-1.084655e+00,0,0,3
-6.608000e-01,-1.084655e+00,0,0,3
-6.512000e-01,-1.084655e+00,0,0,3
-6.416000e-01,-1.084655e+00,0,0,3
-6.320000e-01,-1.084655e+00,0,0,3
-6.224000e-01,-1.084655e+00,0,0,3
-6.128000e-01,-1.084655e+00,0,0,3
-6.032000e-01,-1.084655e+00,0,0,3
-5.936000e-01,-1.084655e+00,0,0,3
-5.840000e-01,-1.084655e+00,0,0,3
-5.744000e-01,-1.084655e+00,0,0,3
-5.648000e-01,-1.084655e+00,0,0,3
-5.552000e-01,-1.084655e+00,0,0,3
-5.456000e-01,-1.084655e+00,0,0,3
-5.360000e-01,-1.084655e+00,0,0,3
-5.264000e-01,-1.084655e+00,0,0,3
-5.168000e-01,-1.084655e+00,0,0,3
-5.072000e-01,-1.084655e+00,0,0,3
-4.976000e-01,-1.084655e+00,0,0,3
-4.880000e-01,-1.084655e+00,0,0,3
-4.784000e-01,-1.084655e+00,0,0,3
-4.688000e-01,-1.084655e+00,0,0,3
-4.592000e-01,-1.084655e+00,0,0,3
-4.496000e-01,-1.084655e+00,0,0,3
-4.400000e-01,-1.084655e+00,0,0,3
-4.304000e-01,-1.084655e+00,0,0,3
-4.208000e-01,-1.084655e+00,0,0,3
-4.112000e-01,-1.084655e+00,0,0,3
-4.016000e-01,-1.084655e+00,0,0,3
-3.920000e-01,-1.084655e+00,0,0,3
-3.824000e-01,-1.084655e+00,0,0,3
-3.728000e-01,-1.084655e+00,0,0,3
-3.632000e-01,-1.084655e+00,0,0,3
-3.536000e-01,-1.084655e+00,0,0,3
-3.440000e-01,-1.084655e+00,0,0,3
-3.344000e-01,-1.084655e+00,0,0,3
-3.248000e-01,-1.084655e+00,0,0,3
-3.152000e-01,-1.084655e+00,0,0,3
-3.056000e-01,-1.084655e+00,0,0,3
-2.960000e-01,-1.084655e+00,0,0,3
-2.864000e-01,-1.084655e+00,0,0,3
-2.768000e-01,-1.084655e+00,0,0,3
-2.672000e-01,-1.084655e+00,0,0,3
